关键词,用户名,用户id,内容,发博时间,转发数,评论数,点赞数,url
美国实体清单,前瞻产业研究院,3766869254,【2019美国断供事件对华为手机影响：美企贯穿华为手机供应链，射频、系统断供影响重大（上篇）】2019年5月15日，美国商务部宣布把华为及其子公司列入出口管制的“实体名单”，而受实体清单影响，包括美光、英特尔、高通、赛灵思、博通、Lumentum等在内的多家美企相继表示停止向华为供货。美国为何断供华为？美企断供又会给华为手机业务带来哪些影响？本文带你一窥究竟。O网页链接,2019/7/23 17:02,0,0,0,https://weibo.com/3766869254/HEOeYyT3Z?refer_flag=1001030103_
美国实体清单,投中网,1726276573,【任正非：特朗普对华为一无所知还想把华为作为谈判筹码】任正非在雅虎财经采访中表示，特朗普对华为一无所知，他想将华为作为谈判筹码，中国不会买账。任正非称，美国众议院已经通过了一项提案，华为在五年内不会被移出实体清单，但是华为不会等这五年@老板联播L老板联播的秒拍视频?,2019/7/23 19:00,2,0,5,https://weibo.com/1726276573/HEP0MFbz0?refer_flag=1001030103_
美国实体清单,新浪科技,1642634100,【美国子公司正式大幅裁员华为回应】针对华为在美国的研发子公司“未来为”科技公司裁员一事，华为称，美国商务部工业与安全局（BIS）将华为及其下属68家子公司纳入“实体清单”，直接对“未来为”的运营带来很大的限制。因此，“未来为”不得不对业务作出调整，并于2019年7月22日起，裁员600余人。O美国子公司正式大幅裁员华为回应,2019/7/24 6:29,25,16,174,https://weibo.com/1642634100/HETwBicVE?refer_flag=1001030103_
美国实体清单,雷锋网leiphone,2118746300,【#美国子公司正式大幅裁员#华为回应】针对华为在美国的研发子公司“未来为”科技公司裁员一事，华为称，美国商务部工业与安全局（BIS）将华为及其下属68家子公司纳入“实体清单”，直接对“未来为”的运营带来很大的限制。因此，“未来为”不得不对业务作出调整，并于2019年7月22日起，裁员600余人。?,2019/7/24 7:52,1,0,6,https://weibo.com/2118746300/HEU48EVYM?refer_flag=1001030103_
美国实体清单,新京报经济新闻,3268251003,#早安#周三早上好昨日，在国务院新闻办公室举行的新闻发布会上，工信部信息通信发展司司长闻库表示，美国通过突然将华为列为实体清单来打击华为，也极大地损害了美国企业的利益。闻库称，在5G的发展过程当中，中国一直秉持着开放共享的理念。在中国5G产业的发展过程当中，中国企业与国际上的企业，比如说英特尔、高通等外资企业保持着良好的合作关系，双方互惠互利，合作共赢。英特尔、高通等美国企业积极参加中国5G产业的发展，为中国的5G事业做出贡献。美国通过突然将华为列为实体清单来打击华为，也极大地损害了美国企业的利益。,2019/7/24 7:00,0,0,0,https://weibo.com/3268251003/HETJ1EAWn?refer_flag=1001030103_
美国实体清单,科技互联网大鹏,5750255402,【华为美国子公司正式大幅裁员华为回应：正常经营行为】针对华为在美国的研发子公司“未来为”科技公司裁员一事，华为称，美国商务部工业与安全局（BIS）将华为及其下属68家子公司纳入“实体清单”，直接对“未来为”的运营带来很大的限制。因此，“未来为”不得不对业务作出调整，并于2019年7月22日起，裁员600余人。大鹏评：这没什么不对啊，既然开展不了正常的企业经营业务，还养着当地职员干嘛呢？,2019/7/24 8:48,0,0,0,https://weibo.com/5750255402/HEUr6lGQl?refer_flag=1001030103_
美国实体清单,京城肥汉三,5335075783,#华为美国公司将大规模裁员#针对华为在美国的研发子公司“未来为”科技公司裁员一事，华为称，美国商务部工业与安全局（BIS）将华为及其下属68家子公司纳入“实体清单”，直接对“未来为”的运营带来很大的限制。因此，“未来为”不得不对业务作出调整，并于2019年7月22日起，裁员600余人。肥汉三只能说：不容易。,2019/7/24 8:36,0,0,1,https://weibo.com/5335075783/HEUm8b1nW?refer_flag=1001030103_
美国实体清单,站长之家,1736207384,【任正非回应“华为美国子公司裁员”：受“实体清单”影响】昨日，有外媒报道称，7月22日华为在美裁员600人，对此，任正非回应称原本华为计划在今年为其投资6亿美元用于产品研发，但是受“实体清单”影响，这家子公司将来不能把任何研发成果发送给华为，并且其员工也不得与华为的员工进行任何联系，因此这使得华为难以管理与这家公司的合作，并且未来华为与这家公司的联系要取决于美国政府对华为的态度O网页链接,2019/7/24 9:55,0,0,1,https://weibo.com/1736207384/HEUSmk0hS?refer_flag=1001030103_
美国实体清单,思名网-商标注册,1795818577,针对华为在美国的研发子公司“未来为”科技公司裁员一事，华为称，美国商务部工业与安全局（BIS）将华为及其下属68家子公司纳入“实体清单”，直接对“未来为”的运营带来很大的限制。因此，“未来为”不得不对业务作出调整，并于2019年7月22日起，裁员600余人。（参考消息网）?,2019/7/24 9:30,0,0,1,https://weibo.com/1795818577/HEUHV8WVi?refer_flag=1001030103_
美国实体清单,动机资本,5150292848,【美国子公司正式大幅裁员，华为回应】针对华为在美国的研发子公司“未来为”科技公司裁员一事，华为称，美国商务部工业与安全局（BIS）将华为及其下属68家子公司纳入“实体清单”，直接对“未来为”的运营带来很大的限制。因此，“未来为”不得不对业务作出调整，并于2019年7月22日起，裁员600余人。?,2019/7/24 9:07,0,0,0,https://weibo.com/5150292848/HEUyKBdAO?refer_flag=1001030103_
美国实体清单,星云天使汇,6800666181,【美国子公司正式大幅裁员华为回应】针对华为在美国的研发子公司“未来为”科技公司裁员一事，华为称，美国商务部工业与安全局（BIS）将华为及其下属68家子公司纳入“实体清单”，直接对“未来为”的运营带来很大的限制。因此，“未来为”不得不对业务作出调整，并于2019年7月22日起，裁员600余人。?,2019/7/24 9:00,0,0,0,https://weibo.com/6800666181/HEUvK9Hd9?refer_flag=1001030103_
美国实体清单,媒介守望者,3059912511,【媒早报】1.华为回应美国子公司大幅裁员：被列“实体清单”，必须调整2.外媒：苹果自研应用会排在AppStore搜索结果前列3.UPS成立无人机送货子公司，并寻求美国联邦航空局批准4.孙宇晨：陪我App注销是正常经营行为，不必过度解读?,2019/7/24 10:00,0,0,1,https://weibo.com/3059912511/HEUUmo4fE?refer_flag=1001030103_
美国实体清单,电商在线,1771650130,【#华为回应美国子公司正式大幅裁员#】针对华为在美国的研发子公司“未来为”科技公司裁员一事，华为称，美国商务部工业与安全局（BIS）将华为及其下属68家子公司纳入“实体清单”，直接对“未来为”的运营带来很大的限制。因此，“未来为”不得不对业务作出调整，并于2019年7月22日起，裁员600余人。?,2019/7/24 11:22,0,0,3,https://weibo.com/1771650130/HEVrng60f?refer_flag=1001030103_
美国实体清单,伊起租,6575200776,【美国子公司正式大幅裁员华为回应】针对华为在美国的研发子公司“未来为”科技公司裁员一事，华为称，美国商务部工业与安全局（BIS）将华为及其下属68家子公司纳入“实体清单”，直接对“未来为”的运营带来很大的限制。因此，“未来为”不得不对业务作出调整，并于2019年7月22日起，裁员600余人。O美国子公司正式大幅裁员华为回应,2019/7/24 11:05,2,0,9,https://weibo.com/6575200776/HEVkM3YAV?refer_flag=1001030103_
美国实体清单,冯门中医工作室-冯献周-冯建伟,2618820505,美国商务部工业与安全局（BIS）将华为公司及其下属的68家子公司纳入“实体清单”，直接对“未来为”科技公司的业务运营带来很大的限制。因此，“未来为”科技公司不得不对业务范围作出调整，并于2019年7月22日起，裁员600余人。O美国子公司正式大幅裁员华为回应?,2019/7/24 12:08,0,0,0,https://weibo.com/2618820505/HEVKbgIQY?refer_flag=1001030103_
美国实体清单,新京报经济新闻,3268251003,"【#华为回应美国子公司裁员#：被列入实体清单后带来很大限制】针对美国公司裁员一事，7月24日华为方面向记者回应称，5月16日美国商务部工业与安全局（BIS）将华为公司及其下属的68家子公司纳入“实体清单”，直接对FutureweiTechologies,Inc.(the“Futurewei”)的业务运营带来很大的限制。因此，Futurewei不得不对业务范围作出调整，并于7月22日起，裁员600余人。@新京报O华为回应美国子公司裁员：被列入实体清单后带来很大限制",2019/7/24 15:56,0,0,1,https://weibo.com/3268251003/HEXeLws9S?refer_flag=1001030103_
美国实体清单,audbe_jgdpm548,2729743400,#腾讯新闻#华为回应美国子公司裁员：被列入实体清单后带来很大限制O华为回应美国子公司裁员：被列入实体清单后带来很大限制来自@腾讯新闻?,2019/7/24 16:50,0,0,0,https://weibo.com/2729743400/HEXAIfNc0?refer_flag=1001030103_
美国实体清单,凤凰网科技,1856404484,【#华为回应美国子公司裁员#：被列实体清单后受很大限制】近日，华为美国子公司Futurewei裁员逾600人。华为回应称：“这是一个困难的决定，对于受影响的员工，我们将给予包括工资和福利等在内的离职补偿。Futurewei将继续严格遵守美国本地法律法规运作业务。”据悉，美国将Futurewei纳入“实体清单”后Futurewei不能将任何研发成果发送给华为，而Futurewei的员工也不能与华为的员工进行任何联系。O华为回应美国子公司裁员：被列实体清单后受很大限制,2019/7/24 16:37,9,23,44,https://weibo.com/1856404484/HEXvAkzp1?refer_flag=1001030103_
美国实体清单,知未科技,6890756658,"【#华为回应美国裁员#：被列实体清单后受很大限制,裁员600余人】7月24日华为方面回应美国公司裁员一事，5月16日美国商务部工业与安全局（BIS）将华为公司及其下属的68家子公司纳入“实体清单”，直接对FutureweiTechologies，Inc.的业务运营带来很大的限制。因此Futurewei不得不对业务范围作出调整，并于7月22日起，裁员600余人。华为方面表示，“对于受影响的员工，我们将给予包括工资和福利等在内的离职补偿。”",2019/7/24 16:20,5,0,4,https://weibo.com/6890756658/HEXoHlIzv?refer_flag=1001030103_
美国实体清单,时不我与慰风尘,5332216527,华为回应美国子公司裁员：被列实体清单后有很大限制OAPP内打开分享自@和讯网#和讯网#OAPP内打开?,2019/7/24 16:19,0,0,0,https://weibo.com/5332216527/HEXo6pzVz?refer_flag=1001030103_
美国实体清单,BT财经V,2087801153,【华为上半年营收提升约30%国内市场弥补海外损失】彭博援引知情人士称，华为今年上半年收入增长约30%。这一增速要明显高于此前两年同期增速。虽然受到美国禁令影响，华为整体业绩依然保持了高速增长。在美国商务部将华为放入实体清单后，华为手机在海外的销售一度陷入危机。据彭博此前报道，华为的销售和营销经理们在内部预计，今年华为海外智能机销量将下降4000万至6000万部。O网页链接,2019/7/24 16:15,0,0,0,https://weibo.com/2087801153/HEXmiDU9S?refer_flag=1001030103_
美国实体清单,新浪科技,1642634100,【#华为回应美国子公司裁员#：被列实体清单后受很大限制】针对美国公司裁员一事，华为方面回应称，5月16日美国将华为公司及其下属的68家子公司纳入“实体清单”，直接对the“Futurewei”业务运营带来很大限制。因此，不得不对该业务范围作出调整，并于7月22日起，裁员600余人。O华为回应美国子公司裁员：被列实体清单后受很大限制?,2019/7/24 16:13,17,79,312,https://weibo.com/1642634100/HEXlvkxWB?refer_flag=1001030103_
美国实体清单,A武汉医学华老师,6438049038,我在看：【美国子公司裁员华为：被列实体清单带来很大限制】#跟新浪看热点#O美国子公司裁员华为：被列实体清单带来很大限制?,2019/7/24 17:23,0,0,0,https://weibo.com/6438049038/HEXOaa8eu?refer_flag=1001030103_
美国实体清单,投资界微博,1774800467,【#华为美国子公司裁员600人#华为：美国政府的行动导致业务缩减】7月23日，路透社称华为在美国的一项裁员计划已正式生效，其在美研发子公司Futurewei拥有850名员工，其中超过600人被解雇。华为方面表示，子公司被美国纳入“实体清单”直接对Futurewei的业务运营带来很大的限制。L新京报我们视频的秒拍视频,2019/7/24 17:17,2,0,6,https://weibo.com/1774800467/HEXLM5KlE?refer_flag=1001030103_
美国实体清单,zfw平安浦城,5634013749,【#华为美国子公司裁员600人#华为：美国政府的行动导致业务缩减】7月23日，路透社称华为在美国的一项裁员计划已正式生效，其在美研发子公司Futurewei拥有850名员工，其中超过600人被解雇。华为方面表示，子公司被美国纳入“实体清单”直接对Futurewei的业务运营带来很大的限制。新京报我们视频的秒拍视频Lzfw平安浦城的微博视频,2019/7/24 17:12,4,0,12,https://weibo.com/5634013749/HEXJBCRdW?refer_flag=1001030103_
美国实体清单,i黑马,2495530635,【#华为回应美国子公司裁员#：被列实体清单后受很大限制】针对美国公司裁员一事，华为方面回应称，5月16日美国将华为公司及其下属的68家子公司纳入“实体清单”，直接对the“Futurewei”业务运营带来很大限制。因此，不得不对该业务范围作出调整，并于7月22日起，裁员600余人。?,2019/7/24 17:07,0,0,0,https://weibo.com/2495530635/HEXHIjL6e?refer_flag=1001030103_
美国实体清单,从宇宙黑洞飞出火凤凰,5586933121,【#华为美国子公司裁员600人#华为：美国政府的行动导致业务缩减】7月23日，路透社称华为在美国的一项裁员计划已正式生效，其在美研发子公司Futurewei拥有850名员工，其中超过600人被解雇。华为方面表示，子公司被美国纳入“实体清单”直接对Futurewei的业务运营带来很大的限制。L新京报我们视频的秒拍视频???,2019/7/24 17:05,0,0,0,https://weibo.com/5586933121/HEXGXC2IX?refer_flag=1001030103_
美国实体清单,第一财经日报,1926909715,"【华为回应美国子公司裁员：这是一个困难的决定，将给予离职补偿】2019年5月16日，美国商务部工业与安全局（BIS）将华为公司及其下属的68家子公司纳入“实体清单”，直接对FutureweiTechologies,Inc.(the“Futurewei”)的业务运营带来很大的限制。因此，Futurewei不得不对业务范围作出调整，并于2019年7月22日起，裁员600余人。Futurewei是华为公司于2001年在美国德克萨斯州注册成立的子公司，2018年研发投入为5.1亿美金。这是一个困难的决定，对于受影响的员工，我们将给予包括工资和福利等在内的离职补偿。Futurewei将继续严格遵守美国本地法律法规运作业务。#华为回应美国公司裁员600人#（第一财经李娜）",2019/7/24 17:04,5,10,25,https://weibo.com/1926909715/HEXGu4Bd7?refer_flag=1001030103_
美国实体清单,范德依彪·烧烤哥,3798294231,【#华为美国子公司裁员600人#华为：美国政府的行动导致业务缩减】7月23日，路透社称华为在美国的一项裁员计划已正式生效，其在美研发子公司Futurewei拥有850名员工，其中超过600人被解雇。华为方面表示，子公司被美国纳入“实体清单”直接对Futurewei的业务运营带来很大的限制。L新京报我们视频的秒拍视频?,2019/7/24 17:04,0,0,0,https://weibo.com/3798294231/HEXGbbQXJ?refer_flag=1001030103_
美国实体清单,新京报我们视频,6124642021,【#华为美国子公司裁员600人#华为：美国政府的行动导致业务缩减】7月23日，路透社称华为在美国的一项裁员计划已正式生效，其在美研发子公司Futurewei拥有850名员工，其中超过600人被解雇。华为方面表示，子公司被美国纳入“实体清单”直接对Futurewei的业务运营带来很大的限制。L新京报我们视频的秒拍视频?,2019/7/24 17:02,5,19,64,https://weibo.com/6124642021/HEXFDv00u?refer_flag=1001030103_
美国实体清单,星扒组,7162807834,【任正非：特朗普对华为一无所知，还想把华为作为谈判筹码】任正非在7月20日雅虎财经的采访中表示，特朗普对华为一无所知，他想将华为作为谈判筹码，中国不会买账。任正非称，美国众议院已经通过了一项提案，华为在五年内不会被移出实体清单，但是华为不会等这五年。L老板联播的秒拍视频?,2019/7/24 18:55,0,0,0,https://weibo.com/7162807834/HEYpvkNl3?refer_flag=1001030103_
美国实体清单,娱鲜,7162795079,【任正非：特朗普对华为一无所知，还想把华为作为谈判筹码】任正非在7月20日雅虎财经的采访中表示，特朗普对华为一无所知，他想将华为作为谈判筹码，中国不会买账。任正非称，美国众议院已经通过了一项提案，华为在五年内不会被移出实体清单，但是华为不会等这五年。L老板联播的秒拍视频?,2019/7/24 18:55,0,0,0,https://weibo.com/7162795079/HEYpv3aMp?refer_flag=1001030103_
美国实体清单,娱乐圈老炮儿,7167125996,【任正非：特朗普对华为一无所知，还想把华为作为谈判筹码】任正非在7月20日雅虎财经的采访中表示，特朗普对华为一无所知，他想将华为作为谈判筹码，中国不会买账。任正非称，美国众议院已经通过了一项提案，华为在五年内不会被移出实体清单，但是华为不会等这五年。L老板联播的秒拍视频?,2019/7/24 18:55,0,0,0,https://weibo.com/7167125996/HEYpv2kMn?refer_flag=1001030103_
美国实体清单,芒果星探长,7167522634,【任正非：特朗普对华为一无所知，还想把华为作为谈判筹码】任正非在7月20日雅虎财经的采访中表示，特朗普对华为一无所知，他想将华为作为谈判筹码，中国不会买账。任正非称，美国众议院已经通过了一项提案，华为在五年内不会被移出实体清单，但是华为不会等这五年。L老板联播的秒拍视频?,2019/7/24 18:55,0,0,0,https://weibo.com/7167522634/HEYpv2ksv?refer_flag=1001030103_
美国实体清单,星娱专用小马甲,7166211938,【任正非：特朗普对华为一无所知，还想把华为作为谈判筹码】任正非在7月20日雅虎财经的采访中表示，特朗普对华为一无所知，他想将华为作为谈判筹码，中国不会买账。任正非称，美国众议院已经通过了一项提案，华为在五年内不会被移出实体清单，但是华为不会等这五年。L老板联播的秒拍视频?,2019/7/24 18:55,0,0,0,https://weibo.com/7166211938/HEYpv1KUG?refer_flag=1001030103_
美国实体清单,企查猫,6502744247,#企查猫-企业信息查询#【企查猫——1.6亿家企业大数据优秀产品】企业今日企业要闻一览华为美国裁员：针对华为在美国的研发子公司“未来为”科技公司裁员一事，华为称，美国商务部工业与安全局（BIS）将华为及其下属68家子公司纳入“实体清单”，直接对“未来为”的运营带来很大的限制。因此，“未来为”不得不对业务作出调整，并于2019年7月22日起，裁员600余人。（@参考消息@华为中国）@IT之家【波场TRON@孙宇晨凌晨微博回应被边控：报道完全不实，我一切平安】@新浪科技【路透社：@阿里巴巴1688将允许美国小企业入驻Alibaba.com】：以进军B2B电子商务市场，从而抵御来自亚马逊等竞争对手的激烈竞争。@凤凰科技【@抖音短视频收购英国音乐AI初创公司，或将对短视频创作带来巨变】利用人工智能创作音乐的英国初创公司Jukedeck，已被字节跳动旗下抖音收购。@澎湃新闻【字节跳动拟投资@格上财富：后者私募产品被曝曾踩雷*ST利源】@IT之家【@北汽集团戴姆勒交叉持股完成：北汽持股5%成戴姆勒第三大单一股东】@吉利汽车官方微博回应北汽集团入股戴姆勒：吉利致力于对戴姆勒长期投资@爱奇艺上线“爱奇艺随刻”Vlog生活分享平台【找客户，查企业就上#企查猫#】,2019/7/24 18:34,0,0,0,https://weibo.com/6502744247/HEYh3FRsj?refer_flag=1001030103_
美国实体清单,庐阳逍遥客,1721028745,#财经头条#华为回应美国子公司裁员:受实体清单影响裁员600余人(本文分享自财经头条)文章详情:O网页链接（川普承诺的就业岗位又少了。）?,2019/7/24 18:34,0,0,0,https://weibo.com/1721028745/HEYgRA1xW?refer_flag=1001030103_
美国实体清单,语芙青筠,6248471088,我在看【美国子公司裁员华为：被列实体清单带来很大限制】#跟新浪看热点#O美国子公司裁员华为：被列实体清单带来很大限制?,2019/7/24 18:30,0,0,1,https://weibo.com/6248471088/HEYftyR00?refer_flag=1001030103_
美国实体清单,每日经济新闻,1649173367,"#每经整点播#【每经18点丨华为回应美国子公司裁员：被列入实体清单后带来很大限制；北向资金卖出茅台逾4亿元；泰国遭遇近10年最严重干旱】1、#华为回应美国子公司裁员#第一财经24日消息，针对美国子公司裁员一事，7月24日华为方面回应称，2019年5月16日，美国商务部工业与安全局（BIS）将华为公司及其下属的68家子公司纳入“实体清单”，直接对FutureweiTechologies,Inc.(the“Futurewei”)的业务运营带来很大的限制。因此，Futurewei不得不对业务范围作出调整，并于2019年7月22日起，裁员600余人。2、#爱吃辣增加患老年痴呆症风险#O每经18点丨华为回应美国子公司裁员：被列入实体清单后带来很大限制；北向资金卖出茅台逾4亿元；泰国遭遇近10年最严重干旱O每经18点丨华为回应美国子公司裁员：被列入实体清单后带来很大限制",2019/7/24 18:10,8,0,21,https://weibo.com/1649173367/HEY7deDHs?refer_flag=1001030103_
美国实体清单,小创爱科技,3903647101,华为#华为回应美国子公司裁员#针对美国公司裁员一事，华为方面回应称，5月16日美国将华为公司及其下属的68家子公司纳入“实体清单”，直接对the“Futurewei”业务运营带来很大限制。因此，不得不对该业务范围作出调整，并于7月22日起，裁员600余人。?,2019/7/24 18:06,0,0,0,https://weibo.com/3903647101/HEY5EzVua?refer_flag=1001030103_
美国实体清单,中国商界网,2204753141,"【华为回应美国子公司裁员：被列入实体清单后带来很大限制】针对美国子公司裁员一事，7月24日华为方面回应称，2019年5月16日，美国商务部工业与安全局（BIS）将华为公司及其下属的68家子公司纳入“实体清单”，直接对FutureweiTechologies,Inc.(the“Futurewei”)的业务运营带来很大的限制。因此，Futurewei不得不对业务范围作出调整，并于2019年7月22日起，裁员600余人。Futurewei是华为公司于2001年在美国德克萨斯州注册成立的子公司，2018年研发投入为5.1亿美金。这是一个困难的决定，对于受影响的员工，华为将给予包括工资和福利等在内的离职补偿。Futurewei将继续严格遵守美国本地法律法规运作业务。@第一财经",2019/7/24 18:04,211,611,19743,https://weibo.com/2204753141/HEY4K8N5I?refer_flag=1001030103_
美国实体清单,杨东辉,1739980167,解禁之路慢长遥远#腾讯新闻#华为回应美国子公司裁员：被列入实体清单后带来很大限制O华为回应美国子公司裁员：被列入实体清单后带来很大限制来自@腾讯新闻?,2019/7/24 19:41,1,0,41,https://weibo.com/1739980167/HEYIcxkOJ?refer_flag=1001030103_
美国实体清单,手机中国,1737694250,【华为回应美国子公司裁员：被纳入实体清单业务受限】7月24日，针对华为美国子公司Futurewei裁员一事，华为对媒体回应称，由于被纳入美国“实体清单”，直接对Futurewei业务运营带来很大的限制，因此不得不进行业务范围调整，同时将从7月22日起裁员600余名员工。O网页链接?,2019/7/24 19:30,1,0,15,https://weibo.com/1737694250/HEYDsvvft?refer_flag=1001030103_
美国实体清单,娱hot,7159427147,【任正非：特朗普对华为一无所知还想把华为作为谈判筹码】任正非在雅虎财经采访中表示，特朗普对华为一无所知，他想将华为作为谈判筹码，中国不会买账。任正非称，美国众议院已经通过了一项提案，华为在五年内不会被移出实体清单，但是华为不会等这五年。#互联网资讯#L老板联播的秒拍视频?,2019/7/24 19:23,0,0,0,https://weibo.com/7159427147/HEYAU9it8?refer_flag=1001030103_
美国实体清单,娱圈hot,7158534358,【任正非：特朗普对华为一无所知还想把华为作为谈判筹码】任正非在雅虎财经采访中表示，特朗普对华为一无所知，他想将华为作为谈判筹码，中国不会买账。任正非称，美国众议院已经通过了一项提案，华为在五年内不会被移出实体清单，但是华为不会等这五年。#互联网资讯#L老板联播的秒拍视频?,2019/7/24 19:23,0,0,0,https://weibo.com/7158534358/HEYAU7RH5?refer_flag=1001030103_
美国实体清单,娱组吃瓜,7159360665,【任正非：特朗普对华为一无所知还想把华为作为谈判筹码】任正非在雅虎财经采访中表示，特朗普对华为一无所知，他想将华为作为谈判筹码，中国不会买账。任正非称，美国众议院已经通过了一项提案，华为在五年内不会被移出实体清单，但是华为不会等这五年。#互联网资讯#L老板联播的秒拍视频?,2019/7/24 19:23,0,0,0,https://weibo.com/7159360665/HEYATxEj3?refer_flag=1001030103_
美国实体清单,有娱hot,7158487014,【任正非：特朗普对华为一无所知还想把华为作为谈判筹码】任正非在雅虎财经采访中表示，特朗普对华为一无所知，他想将华为作为谈判筹码，中国不会买账。任正非称，美国众议院已经通过了一项提案，华为在五年内不会被移出实体清单，但是华为不会等这五年。#互联网资讯#L老板联播的秒拍视频?,2019/7/24 19:23,0,0,0,https://weibo.com/7158487014/HEYATuOXl?refer_flag=1001030103_
美国实体清单,财智孙国英,2752375765,【此处不留爷，自有留爷处！#华为回应美国子公司裁员#：被列实体清单后受很大限制】针对美国公司裁员一事，华为方面回应称，5月16日美国将华为公司及其下属的68家子公司纳入“实体清单”，直接对the“Futurewei”业务运营带来很大限制。因此，不得不对该业务范围作出调整，并于7月22日起，裁员600余人。http://t.cn/AijzZE8Hhttp://t.cn/RD4P9Z0?O网页链接,2019/7/24 20:00,0,0,3,https://weibo.com/2752375765/HEYPXgxkc?refer_flag=1001030103_
美国实体清单,咱们微博吧,3853531320,【#华为美国子公司裁员600人#华为：美国政府的行动导致业务缩减】7月23日，路透社称华为在美国的一项裁员计划已正式生效，其在美研发子公司Futurewei拥有850名员工，其中超过600人被解雇。华为方面表示，子公司被美国纳入“实体清单”直接对Futurewei的业务运营带来很大的限制。L新京报我们视频的秒拍视频?,2019/7/24 20:00,0,0,2,https://weibo.com/3853531320/HEYPTqHEY?refer_flag=1001030103_
美国实体清单,俊世太保,2293029320,【华为回应美国子公司裁员：被列实体清单后受很大限制】针对美国公司裁员一事，7月24日华为回应称，5月16日美国商务部工业与安全局将华为公司及其下属的68家子公司纳入“实体清单”，直接对FutureweiTechologies，Inc。的业务运营带来很大的限制。因此，Futurewei不得不对业务范围作出调整，并于7月22日起，裁员600余人。,2019/7/24 21:57,0,0,1,https://weibo.com/2293029320/HEZBjjNmr?refer_flag=1001030103_
美国实体清单,jc-清风明月,1147953907,华为回应美国子公司裁员：被列实体清单后受很大限制|联合早报网O华为回应美国子公司裁员：被列实体清单后受很大限制?,2019/7/24 21:49,0,0,0,https://weibo.com/1147953907/HEZygcqOA?refer_flag=1001030103_
美国实体清单,猫眼看世界1971,6974578890,#凤凰新闻#分享凤凰新闻：华为回应美国子公司裁员：受实体清单影响裁员600余人O华为回应美国子公司裁员：受实体清单影响裁员600余人来自@凤凰新闻客户端O网页链接O华为回应美国子公司裁员：受实体清单影响裁员600余人?,2019/7/24 21:37,0,0,0,https://weibo.com/6974578890/HEZt5j9fh?refer_flag=1001030103_
美国实体清单,Jetfly追飛,2054863983,#腾讯新闻#《华为回应美国子公司裁员：被列入实体清单后带来很大限制》O华为回应美国子公司裁员：被列入实体清单后带来很大限制来自@腾讯新闻?,2019/7/24 21:09,0,0,0,https://weibo.com/2054863983/HEZhSzNMV?refer_flag=1001030103_
美国实体清单,美国侨报网,1823184085,【华为回应美国子公司裁员：被列入实体清单后带来很大限制】7月24日，针对“华为美国子公司裁员”一说，华为方面确认了这一事实，并表示，这是由于华为及其下属的68家子公司纳入“实体清单”对子公司业务产生限制，因此裁员600余人。#华为回应美国子公司裁员#O网页链接?,2019/7/24 21:00,1,0,3,https://weibo.com/1823184085/HEZe5lv7y?refer_flag=1001030103_
美国实体清单,创业吧Startup,6680120353,互联网【#华为回应美国子公司裁员#：受实体清单影响裁员600余人】7月24日，针对“华为美国子公司裁员”一说，华为方面确认了这一事实，并表示，这是由于华为及其下属的68家子公司纳入“实体清单”对子公司业务产生限制，因此裁员600余人。O华为回应美国子公司裁员:受实体清单影响裁员600余人???,2019/7/24 22:38,0,0,0,https://weibo.com/6680120353/HEZS7fiG5?refer_flag=1001030103_
美国实体清单,财经新媒体,2660807713,【#华为回应美国子公司裁员#：受实体清单影响，裁员600余人】7月24日，针对“华为美国子公司裁员”一说，华为方面确认并表示，因华为及其下属的68家子公司纳入“实体清单”对子公司业务产生限制，因此不得不对业务范围作出调整，并于7月22日起，裁员600余人。L老板联播的秒拍视频?,2019/7/24 23:56,0,0,1,https://weibo.com/2660807713/HF0nIAr4Q?refer_flag=1001030103_
美国实体清单,神鸟知讯,7093268990,【#华为回应美国子公司裁员#：受实体清单影响，裁员600余人】7月24日，针对“华为美国子公司裁员”一说，华为方面确认并表示，因华为及其下属的68家子公司纳入“实体清单”对子公司业务产生限制，因此不得不对Futurewei业务范围作出调整，并于7月22日起，裁员600余人。任正非在接受雅虎财经采访时表示，受“实体名单”影响，使得华为难以管理与这家子公司的合作，并且未来华为与这家公司的联系要取决于美国政府对华为的态度。@老板联播L老板联播的秒拍视频,2019/7/24 23:52,0,0,0,https://weibo.com/7093268990/HF0m2i2lK?refer_flag=1001030103_
美国实体清单,梨视频,6004281123,【#华为回应美国子公司裁员#：受实体清单影响，裁员600余人】7月24日，针对“华为美国子公司裁员”一说，华为方面确认并表示，因华为及其下属的68家子公司纳入“实体清单”对子公司业务产生限制，因此不得不对Futurewei业务范围作出调整，并于7月22日起，裁员600余人。任正非在接受雅虎财经采访时表示，受“实体名单”影响，使得华为难以管理与这家子公司的合作，并且未来华为与这家公司的联系要取决于美国政府对华为的态度。@老板联播L老板联播的秒拍视频,2019/7/24 23:51,48,118,1535,https://weibo.com/6004281123/HF0lqtr6a?refer_flag=1001030103_
美国实体清单,司馬子瀟瀟,2930162624,#华为回应美国子公司裁员#，5月16日美国将华为公司及其下属的68家子公司纳入“实体清单”，直接对the“Futurewei”业务运营带来很大限制。因此，不得不对该业务范围作出调整，并于7月22日起，裁员600余人。?,2019/7/24 23:49,8,0,13,https://weibo.com/2930162624/HF0kWBmHd?refer_flag=1001030103_
