关键词,用户名,用户id,内容,发博时间,转发数,评论数,点赞数,url
美国实体清单,大项的天,1758961192,突发：美国商务部工业和安全局声明指，把华为及70个附属公司增列入出口管制的所谓实体清单。此举意味着美国供应商如果要向华为供货，需要取得出口许可证。?,2019/5/16 6:43,479,314,105,https://weibo.com/1758961192/Hup7XdaVc?refer_flag=1001030103_
美国实体清单,洪水中的小蚂蚁,1511423691,川普将签署行政令，禁止美国企业使用对国家安全构成风险的企业所生产的电信设备，为禁止美企与华为的业务往来做准备。美国商务部星期三宣布把华为及70个附属公司增列入出口管制的所谓实体清单（EntityList）。此举意味着美国供应商如果要向华为供货，需要取得出口许可证。?,2019/5/16 7:56,0,0,1,https://weibo.com/1511423691/HupBHmYqV?refer_flag=1001030103_
美国实体清单,秋月仰望,1114067051,昨天的消息美国商务部工业和安全局声明指，把华为及70个附属公司增列入出口管制的所谓实体清单。此举意味着美国供应商如果要向华为供货，需要取得出口许可证美国总统特朗普周三签署行政命令，宣布进入国家紧急状态，允许美国禁止被“外国对手”拥有或掌控的公司提供电信设备和服务。同时，美国商务部宣布，将中国电信巨头华为公司及其子公司列入“实体名单”。这份名为《保障信息与通讯技术及服务供应链安全》的行政令宣布，为应对在信息和通讯技术及服务上面临的“重大国家安全威胁”，美国进入国家紧急状态。该命令还授权商务部部长可禁止被美国认为可能具有国家安全隐患的交易。,2019/5/16 7:54,0,0,4,https://weibo.com/1114067051/HupAMlUKw?refer_flag=1001030103_
美国实体清单,XConstructor,2208067002,BREAKINGNEWS：美国商务部工业和安全局声明指，把华为及70个附属公司增列入出口管制的所谓实体清单（EntityList）。此举意味着美国供应商如果要向华为供货，需要取得出口许可证。?,2019/5/16 7:52,0,0,0,https://weibo.com/2208067002/HupAdsaTY?refer_flag=1001030103_
美国实体清单,韭菜独立连,2168643433,突发：美国商务部工业和安全局声明指，把华为及70个附属公司增列入出口管制的所谓实体清单。此举意味着美国供应商如果要向华为供货，需要取得出口许可证。???,2019/5/16 7:49,0,0,7,https://weibo.com/2168643433/HupyV67ZL?refer_flag=1001030103_
美国实体清单,wayne余叔,6279013999,昨天的消息美国商务部工业和安全局声明指，把华为及70个附属公司增列入出口管制的所谓实体清单。此举意味着美国供应商如果要向华为供货，需要取得出口许可证美国总统特朗普周三签署行政命令，宣布进入国家紧急状态，允许美国禁止被“外国对手”拥有或掌控的公司提供电信设备和服务。同时，美国商务部宣布，将中国电信巨头华为公司及其子公司列入“实体名单”。这份名为《保障信息与通讯技术及服务供应链安全》的行政令宣布，为应对在信息和通讯技术及服务上面临的“重大国家安全威胁”，美国进入国家紧急状态。该命令还授权商务部部长可禁止被美国认为可能具有国家安全隐患的交易。,2019/5/16 7:49,0,0,0,https://weibo.com/6279013999/HupyDFDH8?refer_flag=1001030103_
美国实体清单,期货徐翔,2399675615,美国商务部工业和安全局声明指，把华为及70个附属公司增列入出口管制的所谓实体清单（EntityList）。此举意味着美国供应商如果要向华为供货，需要取得出口许可证。#突发##华为#???,2019/5/16 7:47,3,0,1,https://weibo.com/2399675615/HupydDfyd?refer_flag=1001030103_
美国实体清单,有海的地方就有眺望,5230435463,通信圈热议：美国商务部工业和安全局声明指，把华为及70个附属公司增列入出口管制的所谓实体清单（EntityList）。此举意味着美国供应商如果要向华为供货，需要取得出口许可证。???,2019/5/16 8:53,0,0,0,https://weibo.com/5230435463/HupYSnFMn?refer_flag=1001030103_
美国实体清单,投资舆情,1888116862,通信圈热议：美国商务部工业和安全局声明指，把华为及70个附属公司增列入出口管制的所谓实体清单（EntityList）。此举意味着美国供应商如果要向华为供货，需要取得出口许可证。冷战时期对付苏联的玩法了。?,2019/5/16 8:49,178,244,209,https://weibo.com/1888116862/HupXcCp6B?refer_flag=1001030103_
美国实体清单,三国法杨帆,2629450315,美国商务部工业和安全局声明，将华为及70个附属公司增列入出口管制的实体清单。这就意味着美国供应商如果要向华为供货，需要取得出口许可证。@行政法徐金桂推荐一款华为手机给我呗！2南京·南京林业大学?,2019/5/16 8:46,16,52,167,https://weibo.com/2629450315/HupW4k4GC?refer_flag=1001030103_
美国实体清单,投行泰山,1854368294,转：BREAKINGNEWS：美国商务部工业和安全局声明指，把华为及70个附属公司增列入出口管制的所谓实体清单（EntityList）。此举意味美国供应商如果要向华为供货，需要取得出口许可证。战火仍在一步步传导中...?,2019/5/16 8:42,90,10,28,https://weibo.com/1854368294/HupUb0ipS?refer_flag=1001030103_
美国实体清单,环球影城北京站,1405312295,"据路透社报道，美国商务部周三称，将把华为及70家关联企业列入其所谓的“实体清单”。今后如果没有美国政府的批准，华为将无法向美国企业购买元器件。美国官员对路透表示，由于华为对美国供应商的依赖，该决定还将使华为难以销售部分产品。华为是全球最大的电信设备供应商。根据将在数日内生效的这项命令，华为购买美国技术将需要事先得到美国政府的许可。华为没有立即发表评论。美国商务部长罗斯(WilburRoss)在一份声明中表示，总统特朗普支持该决定，此举将“防止外国实体以可能损害美国国家安全或外交政策利益的方式使用美国科技”。特朗普政府一直在大力游说各国政府不要在5G通讯网络中使用华为的设备。而且在几天前，美国刚刚提高对中国商品加征的关税税率，双方贸易战升级。美国商务部表示，在采取上述举措之前，美国司法部在1月公布了对华为和一些实体的起诉书，称该公司密谋向伊朗提供被禁金融服务。该部门表示，有合理的依据认定华为“从事了违反美国国家安全或外交政策利益的活动”。华为上个月公布，第一季度营收270亿美元，智能手机发货量5,900万部。2016年3月，美国商务部将中兴通讯列入一个实体清单，指控其设计精密计划掩盖将美国商品转出口至被制裁国家的行为，违反了美国法律。这些限制措施禁止供应商向中兴通讯供应美国设备，可能冻结中兴的供应链，但相关限制举措并未持久。美国以一系列暂时性豁免举措中断了上述限制，允许中兴维持与美国供应商的联系，直至一年后中兴同意达成和解协议。特朗普8月曾签署一项法案，禁止美国政府使用华为和中兴的设备。共和党参议员BenSasse称“华为的供应链依赖与美国公司的合约”，他敦促商务部考虑“我们如何能够有效打击对手。”",2019/5/16 9:56,1,0,3,https://weibo.com/1405312295/HuqobpaIH?refer_flag=1001030103_
美国实体清单,老百姓韭研室,6577138600,#特朗普签署命令拟禁华为进入美国#媒体称美国将把华为及70家关联企业列入其“实体清单”。?,2019/5/16 9:52,0,0,1,https://weibo.com/6577138600/HuqmBiTfo?refer_flag=1001030103_
美国实体清单,者蒙黄星,2812808890,【突发·华为】转：BREAKINGNEWS：美国商务部工业和安全局声明指，把华为及70个附属公司增列入出口管制的所谓实体清单（EntityList）。此举意味着美国供应商如果要向华为供货，需要取得出口许可证。2莆田?,2019/5/16 9:46,0,0,0,https://weibo.com/2812808890/Huqku7UvL?refer_flag=1001030103_
美国实体清单,庐州春雷,6369394456,突发：美国商务部工业和安全局声明指，把华为及70个附属公司增列入出口管制的所谓实体清单。此举意味着美国供应商如果要向华为供货，需要取得出口许可证。?,2019/5/16 9:42,0,0,0,https://weibo.com/6369394456/HuqiPB5uu?refer_flag=1001030103_
美国实体清单,小道信息,2322869707,【华为及70家关联企业被美国列入贸易管制黑名单】美国商务部周三称，将把华为及70家关联企业列入其所谓的“实体清单”。今后如果没有美国政府的批准，华为将无法向美国企业购买元器件。?,2019/5/16 9:41,26,56,58,https://weibo.com/2322869707/HuqihiExc?refer_flag=1001030103_
美国实体清单,鞠建东,5706853648,#华为被列入美国出口管制实体清单#刚刚，美国商务部工业和安全局声明指，把华为及70个附属公司增列入出口管制的所谓实体清单（EntityList）。此举意味着美国供应商如果要向华为供货，需要取得出口许可证。实际上，美国政府禁止了美国企业对华为的出口。这是华为供应商的艰难的一天、是世界高科技企业、全球价值链黑暗的一天。华为不是上市企业，早有准备，已经退出美国市场，估计禁令对华为没有太大影响。但是，这是美国高科技企业的悲哀的一天，从今天开始，在相当一段时间，这些美国企业失去了中国的市场，失去了全球价值链的核心环节。,2019/5/16 9:36,14,27,20,https://weibo.com/5706853648/HuqgoxwYQ?refer_flag=1001030103_
美国实体清单,投资藇情,3188804972,通信圈热议：美国商务部工业和安全局声明指，把华为及70个附属公司增列入出口管制的所谓实体清单（EntityList）。此举意味着美国供应商如果要向华为供货，需要取得出口许可证。????,2019/5/16 9:33,0,0,0,https://weibo.com/3188804972/Huqfecb0L?refer_flag=1001030103_
美国实体清单,股海扬波-----boll,1420555297,美国商务部工业和安全局声明指，把华为及70个附属公司增列入出口管制的所谓实体清单（EntityList）。此举意味着美国供应商如果要向华为供货，需要取得出口许可证。?,2019/5/16 9:33,0,0,0,https://weibo.com/1420555297/Huqf9qHd2?refer_flag=1001030103_
美国实体清单,科技事儿,5236032763,#华为被列入美国出口管制实体清单#美国商务部工业和安全局声明指，把华为及70个附属公司增列入出口管制的所谓实体清单（EntityList）。此举意味着美国供应商如果要向华为供货，需要取得出口许可证。??,2019/5/16 9:26,6,0,21,https://weibo.com/5236032763/Huqcl93h6?refer_flag=1001030103_
美国实体清单,一点资讯,3515267842,【美商务部将把华为列入“受限清单”】环球网消息，美商务部将把华为及70家关联企业列入所谓“实体清单”，禁止其在未经批准情况下从美国企业获得元器件和技术。O特朗普针对华为签“紧急状态”令，华为回应：限制华为不会让美国更强大?,2019/5/16 9:26,4,0,1,https://weibo.com/3515267842/Huqc2dm22?refer_flag=1001030103_
美国实体清单,三叶帆投资,2373313250,"突发,美国商务部工业和安全局声明指,把华为及70个附属公司增列入出口管制的所谓实体清单（EntityList）,此举意味着美国供应商如果要向华为供货，需要取得出口许可证?",2019/5/16 9:24,3,0,2,https://weibo.com/2373313250/Huqbw0ILQ?refer_flag=1001030103_
美国实体清单,大隐MrK,5647536789,BREAKINGNEWS：美国商务部工业和安全局声明指，把华为及70个附属公司增列入出口管制的所谓实体清单（EntityList）。此举意味着美国供应商如果要向华为供货，需要取得出口许可证。?,2019/5/16 9:04,4,0,19,https://weibo.com/5647536789/Huq3cmnKI?refer_flag=1001030103_
美国实体清单,谨记真言,6036462989,BREAKINGNEWS：美国商务部工业和安全局声明指，把华为及70个附属公司增列入出口管制的所谓实体清单（EntityList）。此举意味着美国供应商如果要向华为供货，需要取得出口许可证。?,2019/5/16 9:02,0,0,1,https://weibo.com/6036462989/Huq2DbjtU?refer_flag=1001030103_
美国实体清单,财新网,1663937380,【美拟禁止外国电信设备指向华为外交部称不光彩不公正】总统特朗普宣布外国对手对美国信息和通讯技术的威胁是“国家紧急状态”；纳入“实体清单”的企业，须获政府许可证才可向美国企业购买产品或技术。这被广泛认为针对中国和华为和中兴等中国企业。O美拟禁止外国电信设备指向华为外交部称不光彩不公正?,2019/5/16 10:35,29,66,28,https://weibo.com/1663937380/HuqEcfHWq?refer_flag=1001030103_
美国实体清单,朱业胜谈楼市,1640029171,【华为及70家关联企业被美国列入贸易管制黑名单】美国商务部称，将把华为及70家关联企业列入其所谓的“实体清单”。今后如果没有美国政府的批准，华为将无法向美国企业购买元器件。这是举美国之力遏制华为啊，全球第一强国对抗一个公司，是美国的无耻，是华为的骄傲。希望华为能挺过去。?,2019/5/16 10:14,16,71,159,https://weibo.com/1640029171/HuqvBt14q?refer_flag=1001030103_
美国实体清单,大空头高司令,6224445379,BREAKINGNEWS：美国商务部工业和安全局声明指，把华为及70个附属公司增列入出口管制的所谓实体清单（EntityList）。此举意味美国供应商如果要向华为供货，需要取得出口许可证。?,2019/5/16 10:05,0,0,0,https://weibo.com/6224445379/HuqrUv6fz?refer_flag=1001030103_
美国实体清单,上海反邪教,5094103156,【#特朗普签署紧急状态令#，华为回应：限制华为不会让美国更强大】多家外媒今天凌晨消息，当地时间15日，美国总统特朗普签署行政命令，要求美国进入紧急状态，在此紧急状态下，美国企业不得使用对国家安全构成风险的企业所生产的电信设备。几乎所有报道此事的外媒都在说，这是在为禁止美企与华为的业务往来铺平道路。此外，据路透社报道，在特朗普签署行政令后，美国商务部15日发表声明称，正将华为及其70个关联企业列入美方“实体清单”，禁止华为在未经美国政府批准的情况下从美国企业获得元器件和相关技术。,2019/5/16 10:05,10,11,9,https://weibo.com/5094103156/HuqrRheME?refer_flag=1001030103_
美国实体清单,普通人xq,5388870348,美国商务部工业和安全局声明，将华为及70个附属公司增列入出口管制的实体清单。这就意味着美国供应商如果要向华为供货，需要取得出口许可证。?,2019/5/16 11:50,0,0,3,https://weibo.com/5388870348/Hur8wrObS?refer_flag=1001030103_
美国实体清单,张栋伟,1496840462,路透社报道，美国商务部周三称，将把华为及70家关联企业列入其所谓的“实体清单”。今后如果没有美国政府的批准，华为将无法向美国企业购买元器件。美国官员对路透表示，由于华为对美国供应商的依赖，该决定还将使华为难以销售部分产品。华为是全球最大的电信设备供应商。根据将在数日内生效的这项命令，华为购买美国技术将需要事先得到美国政府的许可。华为没有立即发表评论。美国商务部长罗斯(WilburRoss)在一份声明中表示，总统特朗普支持该决定，此举将“防止外国实体以可能损害美国国家安全或外交政策利益的方式使用美国科技”。#华为#中美贸易持久战,2019/5/16 11:01,0,0,6,https://weibo.com/1496840462/HuqOQprA9?refer_flag=1001030103_
美国实体清单,中--国--红,2425683821,转：刚刚，美国商务部工业和安全局声明指，把华为及70个附属公司增列入出口管制的所谓实体清单（EntityList）。此举意味着美国供应商如果要向华为供货，需要取得出口许可证。实际上，美国政府禁止了美国企业对华为的出口。这是华为供应商的艰难的一天、是世界高科技企业、全球价值链黑暗的一天。华为不是上市企业，早有准备，已经退出美国市场，估计禁令对华为没有太大影响。但是，这是美国高科技企业的悲哀的一天，从今天开始，在相当一段时间，这些美国企业失去了中国的市场，失去了全球价值链的核心环节。,2019/5/16 12:22,2,0,2,https://weibo.com/2425683821/HurlFr6UJ?refer_flag=1001030103_
美国实体清单,王德培,2858715142,转：刚刚，美国商务部工业和安全局声明指，把华为及70个附属公司增列入出口管制的所谓实体清单（EntityList）。此举意味着美国供应商如果要向华为供货，需要取得出口许可证。实际上，美国政府禁止了美国企业对华为的出口。这是华为供应商的艰难的一天、是世界高科技企业、全球价值链黑暗的一天。华为不是上市企业，早有准备，已经退出美国市场，估计禁令对华为没有太大影响。但是，这是美国高科技企业的悲哀的一天，从今天开始，在相当一段时间，这些美国企业失去了中国的市场，失去了全球价值链的核心环节。,2019/5/16 12:12,15,15,35,https://weibo.com/2858715142/HurhAcsKB?refer_flag=1001030103_
美国实体清单,股市泼猴,6188877476,将把华为及其附属公司列入“实体清单”，清单上的企业或个人购买或通过转让获得美国技术需获得有关许可。但如果美国认为技术的销售或转让行为危害美国国家安全或外交政策利益，则会拒绝颁发许可。#今日看盘#?,2019/5/16 13:32,0,0,0,https://weibo.com/6188877476/HurNZyJn2?refer_flag=1001030103_
美国实体清单,机工情报,5922553675,特朗普又能上头条了，把华为及其70个附属公司列入了“实体清单”。目前美国商务部BIS还没有出正式公告，估计得明天吧，一切以正式公告为主。总之，特朗普太狠了！！！?,2019/5/16 14:49,12,12,3,https://weibo.com/5922553675/Husj7FDmt?refer_flag=1001030103_
美国实体清单,杜兹肺鱼2018,1694749050,美国商务部工业和安全局声明指，把华为及70个附属公司增列入出口管制的所谓实体清单。此举意味着美国供应商如果要向华为供货，需要取得出口许可证?,2019/5/16 14:23,0,0,0,https://weibo.com/1694749050/Hus8UdnbS?refer_flag=1001030103_
美国实体清单,全景网,1752549400,【美商务部将华为列入“实体清单”外交部：反对任何国家对中国实体单边制裁】16日下午，外交部发言人陆慷就美商务部将华为列入“实体清单”一事回答了记者提问。陆慷表示，美国商务部最新的报告我们已经注意到了，对中方而言，中方一贯要求我们自己的企业认真严格执行国家出口管制法相关的法律法规，履行中方所承担的出口管制相关的义务。陆慷同时强调，中方坚决反对任何国家根据自己的国内法对中国的实体实施单边制裁。“我们也反对泛国家安全概念，滥用出口管制措施。”陆慷说，我们敦促美方停止错误的做法，为两国企业开展正常的贸易合作创造条件，避免给中美经贸关系造成进一步的冲击。“就中方而言，中方也会采取进一步必要的措施，来坚决维护中国企业的合法权益。”（环球网）,2019/5/16 15:57,5,11,7,https://weibo.com/1752549400/HusKOdupw?refer_flag=1001030103_
美国实体清单,环球网,1686546714,【美商务部将华为列入“实体清单”，外交部：反对任何国家对中国实体单边制裁】16日下午，外交部发言人陆慷就美商务部将华为列入“实体清单”一事回答了记者提问。陆慷表示，美国商务部最新的报告我们已经注意到了，对中方而言，中方一贯要求我们自己的企业认真严格执行国家出口管制法相关的法律法规，履行中方所承担的出口管制相关的义务。在海外经营过程中，我们也要求中方企业能够遵守所在国的法律法规，合法合规地开展经营。陆慷同时强调，中方坚决反对任何国家根据自己的国内法对中国的实体实施单边制裁。“我们也反对泛国家安全概念，滥用出口管制措施。”陆慷说，我们敦促美方停止错误的做法，为两国企业开展正常的贸易合作创造条件，避免给中美经贸关系造成进一步的冲击。“就中方而言，中方也会采取进一步必要的措施，来坚决维护中国企业的合法权益。”O美商务部将华为列入“实体清单”，外交部：反对任何国家对中国实体...,2019/5/16 15:50,51,73,124,https://weibo.com/1686546714/HusIdcsmJ?refer_flag=1001030103_
美国实体清单,邓微风景,2101365387,白宫，成了一位敏感忧郁羞答答少女美国当地时间15日，特朗普签署总统令，宣布美国进入“国家紧急状态”，以禁止美国通讯企业与包括中国华为公司在内的一切被控会“威胁”美国国家安全的公司进行商业交易。该总统令还要求美国商务部在150天内给出一个具体的执行和机制。路透社报道，在特朗普签署行政令后，美国商务部15日发表声明称，正将华为及70个关联企业列入美方“实体清单”，禁止华为在未经美国政府批准的情况下从美国企业获得元器件和相关技术。,2019/5/16 16:48,0,0,2,https://weibo.com/2101365387/Hut5CFszw?refer_flag=1001030103_
美国实体清单,181度网,1688883825,据路透社报道，在特朗普签署行政令后，美国商务部15日发表声明称，正将华为及其70个关联企业列入美方“实体清单”，禁止华为在未经美国政府批准的情况下从美国企业获得元器件和相关技术。O美再发涉华为禁止令外交部：中方将采取必要措施维护中国企业合法权益?,2019/5/16 16:43,0,0,1,https://weibo.com/1688883825/Hut3xdOXD?refer_flag=1001030103_
美国实体清单,观察者网,1887344341,【美国想用整中兴的手段来整华为】2016年3月，美国以“违反伊朗制裁禁令”为由将中兴通讯列入“实体清单”，试图切断后者部分供应链。中兴通讯最终被迫和美方达成和解。今天凌晨，路透社曝料称美国商务部计划将华为也列入“实体清单”。该报道援引相关人士观点认为，届时供应链受阻的华为，甚至会“无货可卖”。复旦大学国际政治系副教授沈逸接受观察者网采访时明确表示：华为不是中兴。美国对理智的逻辑表现得不是很敏感，但对权力的逻辑很敏感。只要有便宜占，美国就会把便宜占到底。我们只能用实力和美国对话，要让美国感到疼。O美国被曝试图切断华为供应链，专家：华为不是中兴,2019/5/16 16:43,178,491,532,https://weibo.com/1887344341/Hut3s9DC1?refer_flag=1001030103_
美国实体清单,FX168财经集团,1663309857,【美国将华为及70家关联企业列贸易管制黑名单】美国商务部周三（15日）称，将把中国电信企业华为及70家关联企业列入所谓的“实体清单”，今后如果没有美国政府的批准，华为将无法向美国企业购买元器件。据路透社报道，美国官员表示，由于华为对美国供应商的依赖，该决定将使华为难以销售部分产品。美国商务部长罗斯（WilburRoss）在声明中说，总统特朗普支持该决定，此举将“防止外国实体以可能损害美国国家安全或外交政策利益的方式使用美国科技”。此前，特朗普正式签署行政命令，宣布为因应国家紧急状态，禁止美国企业使用对国家安全构成危险的公司所生产的电信设备。这项行政令将援用国际紧急状态经济权力法（InternationalEmergencyEconomicPowersAct）。该法案赋予总统在国家面临威胁时调整和管制商业政策的权力。这项行政命令并未公开点名任何国家或企业，但一般认为是针对中国与包括华为、中兴通讯在内的中国电信巨头而来。命令指示商务部与其他政府机构合作，在150天内拟订执行计划。白宫发言人桑德斯说，特朗普明确宣示尽全力确保美国安全与繁荣，并保护美国免受外国对手侵害，但这些外国对手正积极制造和利用美国资讯和通信技术基础设施和服务中的漏洞。另据彭博社报道，命令并未完全禁止这些公司向美国销售，但将给予商务部更大权力，来审查与包括中国在内的国家存在联系的公司的产品和采购。（联合早报）,2019/5/16 16:30,1,0,0,https://weibo.com/1663309857/HusYpz24i?refer_flag=1001030103_
美国实体清单,咖啡业者张Jeff,1730931263,美商务部下属工业和安全局同日发表声明说，将把华为及其附属公司列入“实体清单”，清单上的企业或个人购买或通过转让获得美国技术需获得有关许可。但如果美国认为技术的销售或转让行为危害美国国家安全或外交政策利益，则会拒绝颁发许可。　　对此，华为的声明称，华为是5G电信设备领域无可比拟的领导者，我们也愿意和美国政府沟通保障产品安全的措施。如果美国限制华为，不会让美国更安全，也不会使美国更强大，只会迫使美国使用劣质而昂贵的替代设备，在5G网络建设中落后于其他国家，最终伤害美国企业和消费者的利益。不合理的限制也会侵犯华为的权利，引发其他严重的法律问题。,2019/5/16 16:15,0,0,1,https://weibo.com/1730931263/HusSmznNM?refer_flag=1001030103_
美国实体清单,证券时报网,1664176597,16日下午，外交部发言人陆慷就美商务部将华为列入“实体清单”一事回答了记者提问。陆慷表示，美国商务部最新的报告我们已经注意到了，对中方而言，中方一贯要求我们自己的企业认真严格执行国家出口管制法相关的法律法规，履行中方所承担的出口管制相关的义务。陆慷同时强调，中方坚决反对任何国家根据自己的国内法对中国的实体实施单边制裁。“我们也反对泛国家安全概念，滥用出口管制措施。”陆慷说，我们敦促美方停止错误的做法，为两国企业开展正常的贸易合作创造条件，避免给中美经贸关系造成进一步的冲击。“就中方而言，中方也会采取进一步必要的措施，来坚决维护中国企业的合法权益。”O外交部：反对任何国家对中国实体单边制裁,2019/5/16 16:12,12,0,12,https://weibo.com/1664176597/HusQNFkd1?refer_flag=1001030103_
美国实体清单,期货日报网,1865425867,【美再发涉华为禁止令外交部：中方将采取必要措施维护中国企业合法权益】16日下午，外交部发言人陆慷就美商务部将华为列入“实体清单”一事回答了记者提问。陆慷表示，美国商务部最新的报告我们已经注意到了，对中方而言，中方一贯要求我们自己的企业认真严格执行国家出口管制法相关的法律法规，履行中方所承担的出口管制相关的义务。在海外经营过程中，我们也要求中方企业能够遵守所在国的法律法规，合法合规地开展经营。（环球网）O网页链接,2019/5/16 16:05,0,0,4,https://weibo.com/1865425867/HusOlvy5D?refer_flag=1001030103_
美国实体清单,不倒翁财神,1935423437,#中美经贸#针对美国商务部将华为列入出口管制实体清单，在5月16日的商务部新闻发布会上，商务部新闻发言人高峰表示，中方坚决反对单边制裁，泛化国家安全概念，滥用出口管制措施。中方将采取一切必要措施来维护中国企业在海外的合法权益O商务部回应美将华为列入管制“黑名单”：将采取一切必要措施维护中企海外权利???2上海?,2019/5/16 16:05,0,0,0,https://weibo.com/1935423437/HusNZ248c?refer_flag=1001030103_
美国实体清单,中国网财经,2377587254,【美商务部将华为列入“实体清单”，外交部：反对任何国家对中国实体单边制裁】16日下午，外交部发言人陆慷就美商务部将华为列入“实体清单”一事回答了记者提问。陆慷表示，美国商务部最新的报告我们已经注意到了，对中方而言，中方一贯要求我们自己的企业认真严格执行国家出口管制法相关的法律法规，履行中方所承担的出口管制相关的义务。在海外经营过程中，我们也要求中方企业能够遵守所在国的法律法规，合法合规地开展经营。陆慷同时强调，中方坚决反对任何国家根据自己的国内法对中国的实体实施单边制裁。“我们也反对泛国家安全概念，滥用出口管制措施。”陆慷说，我们敦促美方停止错误的做法，为两国企业开展正常的贸易合作创造条件，避免给中美经贸关系造成进一步的冲击。“就中方而言，中方也会采取进一步必要的措施，来坚决维护中国企业的合法权益。”（环球网）,2019/5/16 16:01,0,0,0,https://weibo.com/2377587254/HusMFdpsS?refer_flag=1001030103_
美国实体清单,萌信恩,5540530728,据路透社报道，美国商务部周三（2019-05-15），将把华为及70家关联企业列入其所谓的“实体清单”。今后如果没有美国政府的批准，华为将无法向美国企业购买元器件。美国商务部长罗斯（WilburRoss）在一份声明中表示，总统特朗普支持该决定，此举将“防止外国实体以可能损害美国国家安全或外交政策利益的方式使用美国科技”。美国商务部表示，在采取上述举措之前，美国司法部在1月公布了对华为和一些实体的起诉书，称该公司密谋向伊朗提供被禁金融服务。该部门表示，有合理的依据认定华为“从事了违反美国国家安全或外交政策利益的活动”。2016年3月，美国商务部将中兴通讯列入一个实体清单，指控其设计精密计划掩盖将美国商品转出口至被制裁国家的行为，违反了美国法律。这些限制措施禁止供应商向中兴通讯供应美国设备，可能冻结中兴的供应链，但相关限制举措并未持久。美国以一系列暂时性豁免举措中断了上述限制，允许中兴维持与美国供应商的联系，直至一年后中兴同意达成和解协议。,2019/5/16 16:00,1,0,3,https://weibo.com/5540530728/HusMhgDBb?refer_flag=1001030103_
美国实体清单,财新网,1663937380,【商务部：不掌握美财长称将访华消息美加税影响完全可控】对美国商务部将华为列入出口管制实体清单，高峰表示，中方坚决反对任何国家根据自己的国内法，对中国的实体实施单边制裁，也反对泛化国家安全概念，滥用出口管制措施。O商务部：不掌握美财长称将访华消息美加税影响完全可控?,2019/5/16 17:54,10,45,33,https://weibo.com/1663937380/Hutwsxlhl?refer_flag=1001030103_
美国实体清单,股痴-重阳,5920679670,美国时间5月15日，美国商务部发公告，点名华为公司参与了有违美国国家安全或外交利益的行为，将把华为及其子公司纳入“实体清单”（EntityList）。在实体清单中的机构须获得美国政府的许可证，才可以购买美国技术。美国政府也有权以违反国家利益拒绝许可。今天华为概念股大跌，会复制上次中兴的情形吗？,2019/5/16 17:48,0,0,3,https://weibo.com/5920679670/HuttVkqf6?refer_flag=1001030103_
美国实体清单,胡舒立,1497882593,【商务部：不掌握美财长称将访华消息美加税影响完全可控】对美国商务部将华为列入出口管制实体清单，高峰表示，中方坚决反对任何国家根据自己的国内法，对中国O商务部：不掌握美财长称将访华消息美加税影响完全可控（来自财新客户端）?,2019/5/16 17:32,4,11,12,https://weibo.com/1497882593/HutniB8Ez?refer_flag=1001030103_
美国实体清单,腾讯自选股,2812307657,【外交部：反对任何国家对中国实体单边制裁】外交部发言人陆慷就美商务部将华为列入“实体清单”一事回答了记者提问。陆慷表示，美国商务部最新的报告我们已经注意到了，对中方而言，中方一贯要求我们自己的企业认真严格执行国家出口管制法相关的法律法规，履行中方所承担的出口管制相关的义务。陆慷同时强调，中方坚决反对任何国家根据自己的国内法对中国的实体实施单边制裁。,2019/5/16 17:23,0,0,0,https://weibo.com/2812307657/HutjGEyFv?refer_flag=1001030103_
美国实体清单,燃新闻,6393904893,#华为回应特朗普签紧急状态令#【立场坚定！美再发涉华为禁止令外交部用两个“反对”强势回击】5月16日，外交部发言人陆慷主持例行发布会。有记者提问，美国商务部15日表示，将把中国公司华为及其70家附属公司列入管制“实体清单”，禁止华为在未经美国政府批准的情况下从美国企业获得元器件和相关技术。对此，陆慷回应称：中方坚决反对任何国家根据自己的国内法对中国的实体实施单边制裁。L燃新闻的秒拍视频,2019/5/16 17:18,4,13,19,https://weibo.com/6393904893/HuthVk9WG?refer_flag=1001030103_
美国实体清单,ziTANforever,5279163011,据路透社报道，在特朗普签署行政令后，美国商务部15日发表声明称，正将华为及其70个关联企业列入美方“实体清单”，禁止华为在未经美国政府批准的情况下从美国企业获得元器件和相关技术。----希望华为能够挺过去，更希望我国的创新机制全面展开，摆脱受制于人的窘迫?,2019/5/16 17:10,0,0,0,https://weibo.com/5279163011/HutewCVAq?refer_flag=1001030103_
美国实体清单,深圳卫视_正午30分,1842606855,【华为及70家关联企业被美列黑名单华为回应：限制不会让美更强大】美国商务部周三称，将把华为及70家关联企业列入其所谓的“实体清单”。而华为方面回应称限制华为不会让美更强大。L深圳卫视_正午30分的秒拍视频（使用#秒拍#录制）?,2019/5/16 17:08,4,0,5,https://weibo.com/1842606855/HutdTij2s?refer_flag=1001030103_
美国实体清单,辽宁AAA之鹰,5023491568,《美国被曝试图切断华为供应链，专家：华为不是中兴》2016年3月，美国以“违反伊朗制裁禁令”为由将中兴通讯列入“实体清单”，试图切断后者部分供应链。O网页链接?,2019/5/16 17:05,0,0,0,https://weibo.com/5023491568/Hutclz9uk?refer_flag=1001030103_
